job_id,job_title,company,location,experience_level,date_posted,skill
2129,Data Science Manager,DataForge,Bengaluru,Lead,2026-03-18,SQL
572,Data Analyst,Vertex Insights,Remote,Entry,2026-03-19,AWS
572,Data Analyst,Vertex Insights,Remote,Entry,2026-03-19,Generative AI
572,Data Analyst,Vertex Insights,Remote,Entry,2026-03-19,Machine Learning
572,Data Analyst,Vertex Insights,Remote,Entry,2026-03-19,NLP
572,Data Analyst,Vertex Insights,Remote,Entry,2026-03-19,Python
1196,Data Engineer,Skyline Solutions,Hyderabad,Mid,2026-02-25,AWS
1196,Data Engineer,Skyline Solutions,Hyderabad,Mid,2026-02-25,Machine Learning
1196,Data Engineer,Skyline Solutions,Hyderabad,Mid,2026-02-25,Power BI
1196,Data Engineer,Skyline Solutions,Hyderabad,Mid,2026-02-25,Python
1196,Data Engineer,Skyline Solutions,Hyderabad,Mid,2026-02-25,SQL
1196,Data Engineer,Skyline Solutions,Hyderabad,Mid,2026-02-25,Tableau
724,Data Engineer,Clarity Systems,Mumbai,Senior,2026-03-27,AWS
724,Data Engineer,Clarity Systems,Mumbai,Senior,2026-03-27,Machine Learning
1747,Data Analyst,Alpha Analytics,Singapore,Senior,2026-01-10,AWS
1747,Data Analyst,Alpha Analytics,Singapore,Senior,2026-01-10,Excel
1747,Data Analyst,Alpha Analytics,Singapore,Senior,2026-01-10,Machine Learning
733,Ai Research Engineer,DataForge,Remote,Mid,2026-02-16,AWS
733,Ai Research Engineer,DataForge,Remote,Mid,2026-02-16,Power BI
733,Ai Research Engineer,DataForge,Remote,Mid,2026-02-16,Python
733,Ai Research Engineer,DataForge,Remote,Mid,2026-02-16,SQL
733,Ai Research Engineer,DataForge,Remote,Mid,2026-02-16,Tableau
3016,Data Scientist,Quantify Labs,Chennai,Mid,2026-03-31,AWS
3016,Data Scientist,Quantify Labs,Chennai,Mid,2026-03-31,Deep Learning
3016,Data Scientist,Quantify Labs,Chennai,Mid,2026-03-31,Generative AI
3016,Data Scientist,Quantify Labs,Chennai,Mid,2026-03-31,NLP
3016,Data Scientist,Quantify Labs,Chennai,Mid,2026-03-31,Power BI
3016,Data Scientist,Quantify Labs,Chennai,Mid,2026-03-31,Tableau
1311,Nlp Engineer,Skyline Solutions,Hyderabad,Mid,2026-07-05,Deep Learning
1311,Nlp Engineer,Skyline Solutions,Hyderabad,Mid,2026-07-05,Machine Learning
1311,Nlp Engineer,Skyline Solutions,Hyderabad,Mid,2026-07-05,NLP
1311,Nlp Engineer,Skyline Solutions,Hyderabad,Mid,2026-07-05,Power BI
1311,Nlp Engineer,Skyline Solutions,Hyderabad,Mid,2026-07-05,Python
1311,Nlp Engineer,Skyline Solutions,Hyderabad,Mid,2026-07-05,SQL
1311,Nlp Engineer,Skyline Solutions,Hyderabad,Mid,2026-07-05,Tableau
4218,Business Intelligence Analyst,DataForge,London,Mid,2026-06-14,Excel
4218,Business Intelligence Analyst,DataForge,London,Mid,2026-06-14,Python
4218,Business Intelligence Analyst,DataForge,London,Mid,2026-06-14,SQL
4786,Nlp Engineer,BluePeak Consulting,London,Lead,2026-02-06,Deep Learning
4786,Nlp Engineer,BluePeak Consulting,London,Lead,2026-02-06,NLP
4786,Nlp Engineer,BluePeak Consulting,London,Lead,2026-02-06,Python
4786,Nlp Engineer,BluePeak Consulting,London,Lead,2026-02-06,SQL
518,Power Bi Developer,Clarity Systems,Bengaluru,Mid,2026-05-17,Excel
518,Power Bi Developer,Clarity Systems,Bengaluru,Mid,2026-05-17,Power BI
518,Power Bi Developer,Clarity Systems,Bengaluru,Mid,2026-05-17,Python
518,Power Bi Developer,Clarity Systems,Bengaluru,Mid,2026-05-17,SQL
3726,Data Analyst,Vertex Insights,Chennai,Lead,2026-04-23,Deep Learning
3726,Data Analyst,Vertex Insights,Chennai,Lead,2026-04-23,Machine Learning
3726,Data Analyst,Vertex Insights,Chennai,Lead,2026-04-23,Power BI
3726,Data Analyst,Vertex Insights,Chennai,Lead,2026-04-23,Python
3726,Data Analyst,Vertex Insights,Chennai,Lead,2026-04-23,SQL
3726,Data Analyst,Vertex Insights,Chennai,Lead,2026-04-23,Tableau
1931,Power Bi Developer,Clarity Systems,Mumbai,Senior,2026-03-06,NLP
1931,Power Bi Developer,Clarity Systems,Mumbai,Senior,2026-03-06,Power BI
1931,Power Bi Developer,Clarity Systems,Mumbai,Senior,2026-03-06,Python
1931,Power Bi Developer,Clarity Systems,Mumbai,Senior,2026-03-06,Tableau
1990,Power Bi Developer,Clarity Systems,Delhi Ncr,Senior,2026-02-07,AWS
1990,Power Bi Developer,Clarity Systems,Delhi Ncr,Senior,2026-02-07,Deep Learning
1990,Power Bi Developer,Clarity Systems,Delhi Ncr,Senior,2026-02-07,NLP
1990,Power Bi Developer,Clarity Systems,Delhi Ncr,Senior,2026-02-07,Power BI
1990,Power Bi Developer,Clarity Systems,Delhi Ncr,Senior,2026-02-07,SQL
3209,Power Bi Developer,Nimbus Data,Singapore,Mid,2026-03-13,Excel
3209,Power Bi Developer,Nimbus Data,Singapore,Mid,2026-03-13,Machine Learning
3209,Power Bi Developer,Nimbus Data,Singapore,Mid,2026-03-13,NLP
3209,Power Bi Developer,Nimbus Data,Singapore,Mid,2026-03-13,Power BI
3209,Power Bi Developer,Nimbus Data,Singapore,Mid,2026-03-13,SQL
930,Data Engineer,DataForge,Pune,Entry,2026-06-10,SQL
930,Data Engineer,DataForge,Pune,Entry,2026-06-10,Tableau
4848,Data Science Manager,Quantify Labs,London,Mid,2026-05-06,Generative AI
4848,Data Science Manager,Quantify Labs,London,Mid,2026-05-06,Machine Learning
4848,Data Science Manager,Quantify Labs,London,Mid,2026-05-06,Power BI
4848,Data Science Manager,Quantify Labs,London,Mid,2026-05-06,Python
1435,Analytics Consultant,Clarity Systems,Remote,Entry,2026-07-20,NLP
1435,Analytics Consultant,Clarity Systems,Remote,Entry,2026-07-20,Power BI
1435,Analytics Consultant,Clarity Systems,Remote,Entry,2026-07-20,Python
1435,Analytics Consultant,Clarity Systems,Remote,Entry,2026-07-20,SQL
4035,Power Bi Developer,Northstar Tech,Delhi Ncr,Lead,2026-06-29,Deep Learning
4035,Power Bi Developer,Northstar Tech,Delhi Ncr,Lead,2026-06-29,Generative AI
4035,Power Bi Developer,Northstar Tech,Delhi Ncr,Lead,2026-06-29,NLP
4035,Power Bi Developer,Northstar Tech,Delhi Ncr,Lead,2026-06-29,Power BI
4035,Power Bi Developer,Northstar Tech,Delhi Ncr,Lead,2026-06-29,Tableau
3084,Bi Developer,BluePeak Consulting,Pune,Senior,2026-02-14,Deep Learning
3084,Bi Developer,BluePeak Consulting,Pune,Senior,2026-02-14,NLP
3084,Bi Developer,BluePeak Consulting,Pune,Senior,2026-02-14,Python
3084,Bi Developer,BluePeak Consulting,Pune,Senior,2026-02-14,SQL
52,Nlp Engineer,DataForge,Pune,Lead,2026-04-23,AWS
52,Nlp Engineer,DataForge,Pune,Lead,2026-04-23,Generative AI
52,Nlp Engineer,DataForge,Pune,Lead,2026-04-23,Machine Learning
52,Nlp Engineer,DataForge,Pune,Lead,2026-04-23,NLP
52,Nlp Engineer,DataForge,Pune,Lead,2026-04-23,Python
52,Nlp Engineer,DataForge,Pune,Lead,2026-04-23,SQL
2924,Data Scientist,Quantify Labs,Pune,Mid,2026-02-10,Generative AI
2924,Data Scientist,Quantify Labs,Pune,Mid,2026-02-10,Python
2924,Data Scientist,Quantify Labs,Pune,Mid,2026-02-10,SQL
1047,Power Bi Developer,Vertex Insights,Delhi Ncr,Lead,2026-01-07,NLP
1047,Power Bi Developer,Vertex Insights,Delhi Ncr,Lead,2026-01-07,Power BI
1047,Power Bi Developer,Vertex Insights,Delhi Ncr,Lead,2026-01-07,Tableau
2288,Power Bi Developer,Skyline Solutions,Remote,Senior,2026-04-25,AWS
2288,Power Bi Developer,Skyline Solutions,Remote,Senior,2026-04-25,Generative AI
2288,Power Bi Developer,Skyline Solutions,Remote,Senior,2026-04-25,Machine Learning
2288,Power Bi Developer,Skyline Solutions,Remote,Senior,2026-04-25,Power BI
2288,Power Bi Developer,Skyline Solutions,Remote,Senior,2026-04-25,Python
2288,Power Bi Developer,Skyline Solutions,Remote,Senior,2026-04-25,SQL
512,Power Bi Developer,Unknown,Mumbai,Mid,2026-02-19,Generative AI
512,Power Bi Developer,Unknown,Mumbai,Mid,2026-02-19,Power BI
512,Power Bi Developer,Unknown,Mumbai,Mid,2026-02-19,Python
1164,Power Bi Developer,Northstar Tech,New York,Senior,2026-01-07,Deep Learning
1164,Power Bi Developer,Northstar Tech,New York,Senior,2026-01-07,Excel
1164,Power Bi Developer,Northstar Tech,New York,Senior,2026-01-07,Power BI
1164,Power Bi Developer,Northstar Tech,New York,Senior,2026-01-07,Python
1164,Power Bi Developer,Northstar Tech,New York,Senior,2026-01-07,SQL
1164,Power Bi Developer,Northstar Tech,New York,Senior,2026-01-07,Tableau
2947,Data Science Manager,DataForge,Bengaluru,Lead,2026-04-16,AWS
2947,Data Science Manager,DataForge,Bengaluru,Lead,2026-04-16,Generative AI
2947,Data Science Manager,DataForge,Bengaluru,Lead,2026-04-16,NLP
2947,Data Science Manager,DataForge,Bengaluru,Lead,2026-04-16,Python
2947,Data Science Manager,DataForge,Bengaluru,Lead,2026-04-16,SQL
3243,Data Analyst,DataForge,London,Mid,2026-01-25,Excel
3243,Data Analyst,DataForge,London,Mid,2026-01-25,Power BI
2205,Ai Research Engineer,Northstar Tech,Mumbai,Lead,2026-04-08,AWS
2205,Ai Research Engineer,Northstar Tech,Mumbai,Lead,2026-04-08,Excel
2205,Ai Research Engineer,Northstar Tech,Mumbai,Lead,2026-04-08,Machine Learning
2205,Ai Research Engineer,Northstar Tech,Mumbai,Lead,2026-04-08,Power BI
2205,Ai Research Engineer,Northstar Tech,Mumbai,Lead,2026-04-08,Tableau
1941,Nlp Engineer,Alpha Analytics,Mumbai,Senior,2026-04-07,Excel
1941,Nlp Engineer,Alpha Analytics,Mumbai,Senior,2026-04-07,NLP
1941,Nlp Engineer,Alpha Analytics,Mumbai,Senior,2026-04-07,Power BI
4186,Machine Learning Engineer,Northstar Tech,Bengaluru,Senior,2026-01-14,Generative AI
4186,Machine Learning Engineer,Northstar Tech,Bengaluru,Senior,2026-01-14,Machine Learning
4186,Machine Learning Engineer,Northstar Tech,Bengaluru,Senior,2026-01-14,NLP
675,Nlp Engineer,BluePeak Consulting,Mumbai,Senior,2026-04-29,Deep Learning
675,Nlp Engineer,BluePeak Consulting,Mumbai,Senior,2026-04-29,NLP
675,Nlp Engineer,BluePeak Consulting,Mumbai,Senior,2026-04-29,Python
675,Nlp Engineer,BluePeak Consulting,Mumbai,Senior,2026-04-29,SQL
2472,Data Analyst,Clarity Systems,Chennai,Senior,2026-03-24,AWS
2472,Data Analyst,Clarity Systems,Chennai,Senior,2026-03-24,Excel
2472,Data Analyst,Clarity Systems,Chennai,Senior,2026-03-24,Machine Learning
2472,Data Analyst,Clarity Systems,Chennai,Senior,2026-03-24,NLP
2472,Data Analyst,Clarity Systems,Chennai,Senior,2026-03-24,Power BI
2472,Data Analyst,Clarity Systems,Chennai,Senior,2026-03-24,SQL
2624,Data Scientist,Nimbus Data,Delhi Ncr,Entry,2026-02-17,Excel
2624,Data Scientist,Nimbus Data,Delhi Ncr,Entry,2026-02-17,Machine Learning
2624,Data Scientist,Nimbus Data,Delhi Ncr,Entry,2026-02-17,Python
2624,Data Scientist,Nimbus Data,Delhi Ncr,Entry,2026-02-17,SQL
2624,Data Scientist,Nimbus Data,Delhi Ncr,Entry,2026-02-17,Tableau
651,Power Bi Developer,Northstar Tech,Mumbai,Entry,2026-02-14,Excel
651,Power Bi Developer,Northstar Tech,Mumbai,Entry,2026-02-14,NLP
651,Power Bi Developer,Northstar Tech,Mumbai,Entry,2026-02-14,Power BI
651,Power Bi Developer,Northstar Tech,Mumbai,Entry,2026-02-14,Python
651,Power Bi Developer,Northstar Tech,Mumbai,Entry,2026-02-14,SQL
651,Power Bi Developer,Northstar Tech,Mumbai,Entry,2026-02-14,Tableau
1091,Ai Research Engineer,Vertex Insights,Hyderabad,Mid,2026-02-06,Machine Learning
1091,Ai Research Engineer,Vertex Insights,Hyderabad,Mid,2026-02-06,Power BI
1091,Ai Research Engineer,Vertex Insights,Hyderabad,Mid,2026-02-06,Python
1091,Ai Research Engineer,Vertex Insights,Hyderabad,Mid,2026-02-06,SQL
213,Ai Engineer,BluePeak Consulting,Bengaluru,Lead,2026-02-08,Deep Learning
213,Ai Engineer,BluePeak Consulting,Bengaluru,Lead,2026-02-08,Machine Learning
213,Ai Engineer,BluePeak Consulting,Bengaluru,Lead,2026-02-08,NLP
213,Ai Engineer,BluePeak Consulting,Bengaluru,Lead,2026-02-08,Power BI
213,Ai Engineer,BluePeak Consulting,Bengaluru,Lead,2026-02-08,Python
213,Ai Engineer,BluePeak Consulting,Bengaluru,Lead,2026-02-08,SQL
2544,Nlp Engineer,BrightPath AI,New York,Entry,2026-02-23,Machine Learning
2544,Nlp Engineer,BrightPath AI,New York,Entry,2026-02-23,NLP
2544,Nlp Engineer,BrightPath AI,New York,Entry,2026-02-23,SQL
116,Machine Learning Engineer,Skyline Solutions,Delhi Ncr,Mid,2026-04-02,Excel
116,Machine Learning Engineer,Skyline Solutions,Delhi Ncr,Mid,2026-04-02,Machine Learning
116,Machine Learning Engineer,Skyline Solutions,Delhi Ncr,Mid,2026-04-02,NLP
2247,Data Scientist,Alpha Analytics,New York,Mid,2026-04-03,Machine Learning
2247,Data Scientist,Alpha Analytics,New York,Mid,2026-04-03,Python
4013,Ai Research Engineer,Northstar Tech,New York,Lead,2026-03-16,NLP
4013,Ai Research Engineer,Northstar Tech,New York,Lead,2026-03-16,Power BI
4013,Ai Research Engineer,Northstar Tech,New York,Lead,2026-03-16,Python
4013,Ai Research Engineer,Northstar Tech,New York,Lead,2026-03-16,Tableau
2009,Data Engineer,Unknown,Remote,Senior,2026-07-02,Machine Learning
2009,Data Engineer,Unknown,Remote,Senior,2026-07-02,NLP
2009,Data Engineer,Unknown,Remote,Senior,2026-07-02,Python
2009,Data Engineer,Unknown,Remote,Senior,2026-07-02,SQL
61,Data Analyst,BluePeak Consulting,Pune,Not Specified,2026-06-29,AWS
61,Data Analyst,BluePeak Consulting,Pune,Not Specified,2026-06-29,Deep Learning
61,Data Analyst,BluePeak Consulting,Pune,Not Specified,2026-06-29,Tableau
2538,Data Engineer,BrightPath AI,Hyderabad,Lead,2026-07-04,Deep Learning
2538,Data Engineer,BrightPath AI,Hyderabad,Lead,2026-07-04,Excel
2538,Data Engineer,BrightPath AI,Hyderabad,Lead,2026-07-04,Generative AI
2538,Data Engineer,BrightPath AI,Hyderabad,Lead,2026-07-04,Machine Learning
2538,Data Engineer,BrightPath AI,Hyderabad,Lead,2026-07-04,Python
2538,Data Engineer,BrightPath AI,Hyderabad,Lead,2026-07-04,Tableau
3056,Data Analyst,BrightPath AI,Delhi Ncr,Entry,2026-05-24,AWS
3056,Data Analyst,BrightPath AI,Delhi Ncr,Entry,2026-05-24,NLP
3056,Data Analyst,BrightPath AI,Delhi Ncr,Entry,2026-05-24,Python
3056,Data Analyst,BrightPath AI,Delhi Ncr,Entry,2026-05-24,SQL
4567,Power Bi Developer,BrightPath AI,Bengaluru,Mid,2026-07-12,Deep Learning
4567,Power Bi Developer,BrightPath AI,Bengaluru,Mid,2026-07-12,Generative AI
4567,Power Bi Developer,BrightPath AI,Bengaluru,Mid,2026-07-12,Power BI
492,Machine Learning Engineer,Northstar Tech,Delhi Ncr,Lead,2026-03-16,AWS
492,Machine Learning Engineer,Northstar Tech,Delhi Ncr,Lead,2026-03-16,Excel
492,Machine Learning Engineer,Northstar Tech,Delhi Ncr,Lead,2026-03-16,Machine Learning
492,Machine Learning Engineer,Northstar Tech,Delhi Ncr,Lead,2026-03-16,Power BI
492,Machine Learning Engineer,Northstar Tech,Delhi Ncr,Lead,2026-03-16,Python
492,Machine Learning Engineer,Northstar Tech,Delhi Ncr,Lead,2026-03-16,Tableau
378,Ai Research Engineer,Skyline Solutions,Singapore,Senior,2026-04-14,AWS
378,Ai Research Engineer,Skyline Solutions,Singapore,Senior,2026-04-14,Excel
378,Ai Research Engineer,Skyline Solutions,Singapore,Senior,2026-04-14,Python
378,Ai Research Engineer,Skyline Solutions,Singapore,Senior,2026-04-14,SQL
378,Ai Research Engineer,Skyline Solutions,Singapore,Senior,2026-04-14,Tableau
3850,Bi Developer,BluePeak Consulting,Singapore,Lead,2026-03-13,Generative AI
3850,Bi Developer,BluePeak Consulting,Singapore,Lead,2026-03-13,Machine Learning
3850,Bi Developer,BluePeak Consulting,Singapore,Lead,2026-03-13,NLP
3850,Bi Developer,BluePeak Consulting,Singapore,Lead,2026-03-13,Power BI
3850,Bi Developer,BluePeak Consulting,Singapore,Lead,2026-03-13,Python
3850,Bi Developer,BluePeak Consulting,Singapore,Lead,2026-03-13,Tableau
232,Data Science Manager,BluePeak Consulting,Unspecified,Senior,2026-05-26,Excel
232,Data Science Manager,BluePeak Consulting,Unspecified,Senior,2026-05-26,Python
232,Data Science Manager,BluePeak Consulting,Unspecified,Senior,2026-05-26,SQL
2144,Ai Engineer,DataForge,New York,Mid,2026-01-02,Deep Learning
2144,Ai Engineer,DataForge,New York,Mid,2026-01-02,Excel
2144,Ai Engineer,DataForge,New York,Mid,2026-01-02,Machine Learning
2144,Ai Engineer,DataForge,New York,Mid,2026-01-02,NLP
2144,Ai Engineer,DataForge,New York,Mid,2026-01-02,Power BI
1547,Nlp Engineer,DataForge,Remote,Mid,2026-01-18,Generative AI
1547,Nlp Engineer,DataForge,Remote,Mid,2026-01-18,Machine Learning
1547,Nlp Engineer,DataForge,Remote,Mid,2026-01-18,NLP
1547,Nlp Engineer,DataForge,Remote,Mid,2026-01-18,Power BI
3806,Power Bi Developer,Alpha Analytics,Unspecified,Entry,2026-04-16,Deep Learning
3806,Power Bi Developer,Alpha Analytics,Unspecified,Entry,2026-04-16,Excel
3806,Power Bi Developer,Alpha Analytics,Unspecified,Entry,2026-04-16,NLP
3806,Power Bi Developer,Alpha Analytics,Unspecified,Entry,2026-04-16,Power BI
3806,Power Bi Developer,Alpha Analytics,Unspecified,Entry,2026-04-16,Python
3806,Power Bi Developer,Alpha Analytics,Unspecified,Entry,2026-04-16,SQL
2139,Business Intelligence Analyst,BrightPath AI,New York,Mid,2026-02-05,Machine Learning
2139,Business Intelligence Analyst,BrightPath AI,New York,Mid,2026-02-05,Power BI
2139,Business Intelligence Analyst,BrightPath AI,New York,Mid,2026-02-05,Python
2139,Business Intelligence Analyst,BrightPath AI,New York,Mid,2026-02-05,SQL
2139,Business Intelligence Analyst,BrightPath AI,New York,Mid,2026-02-05,Tableau
423,Data Analyst,BluePeak Consulting,Bengaluru,Entry,2026-03-16,Excel
423,Data Analyst,BluePeak Consulting,Bengaluru,Entry,2026-03-16,Python
4515,Bi Developer,Skyline Solutions,Remote,Mid,2026-05-26,Generative AI
4515,Bi Developer,Skyline Solutions,Remote,Mid,2026-05-26,Machine Learning
4515,Bi Developer,Skyline Solutions,Remote,Mid,2026-05-26,NLP
4515,Bi Developer,Skyline Solutions,Remote,Mid,2026-05-26,Python
4515,Bi Developer,Skyline Solutions,Remote,Mid,2026-05-26,SQL
3376,Bi Developer,Skyline Solutions,Mumbai,Senior,2026-02-06,AWS
3376,Bi Developer,Skyline Solutions,Mumbai,Senior,2026-02-06,Excel
3376,Bi Developer,Skyline Solutions,Mumbai,Senior,2026-02-06,SQL
3376,Bi Developer,Skyline Solutions,Mumbai,Senior,2026-02-06,Tableau
1258,Data Science Manager,Northstar Tech,Delhi Ncr,Lead,2026-03-17,AWS
1258,Data Science Manager,Northstar Tech,Delhi Ncr,Lead,2026-03-17,Excel
1258,Data Science Manager,Northstar Tech,Delhi Ncr,Lead,2026-03-17,Generative AI
1258,Data Science Manager,Northstar Tech,Delhi Ncr,Lead,2026-03-17,Python
662,Machine Learning Engineer,Northstar Tech,New York,Mid,2026-03-23,Deep Learning
662,Machine Learning Engineer,Northstar Tech,New York,Mid,2026-03-23,Excel
662,Machine Learning Engineer,Northstar Tech,New York,Mid,2026-03-23,Generative AI
662,Machine Learning Engineer,Northstar Tech,New York,Mid,2026-03-23,Machine Learning
662,Machine Learning Engineer,Northstar Tech,New York,Mid,2026-03-23,Python
662,Machine Learning Engineer,Northstar Tech,New York,Mid,2026-03-23,SQL
4625,Data Engineer,BluePeak Consulting,Pune,Lead,2026-05-21,Deep Learning
4625,Data Engineer,BluePeak Consulting,Pune,Lead,2026-05-21,Excel
4625,Data Engineer,BluePeak Consulting,Pune,Lead,2026-05-21,Machine Learning
4625,Data Engineer,BluePeak Consulting,Pune,Lead,2026-05-21,NLP
4625,Data Engineer,BluePeak Consulting,Pune,Lead,2026-05-21,Tableau
1408,Machine Learning Engineer,Nimbus Data,Bengaluru,Mid,2026-06-19,AWS
1408,Machine Learning Engineer,Nimbus Data,Bengaluru,Mid,2026-06-19,Deep Learning
1408,Machine Learning Engineer,Nimbus Data,Bengaluru,Mid,2026-06-19,Machine Learning
1408,Machine Learning Engineer,Nimbus Data,Bengaluru,Mid,2026-06-19,Python
1408,Machine Learning Engineer,Nimbus Data,Bengaluru,Mid,2026-06-19,SQL
1966,Bi Developer,Northstar Tech,Singapore,Lead,2026-04-21,Generative AI
1966,Bi Developer,Northstar Tech,Singapore,Lead,2026-04-21,NLP
1966,Bi Developer,Northstar Tech,Singapore,Lead,2026-04-21,Python
1966,Bi Developer,Northstar Tech,Singapore,Lead,2026-04-21,Tableau
1194,Ai Engineer,BluePeak Consulting,Pune,Mid,2026-05-19,Python
1194,Ai Engineer,BluePeak Consulting,Pune,Mid,2026-05-19,SQL
2707,Data Engineer,Skyline Solutions,Remote,Mid,2026-03-22,Excel
2707,Data Engineer,Skyline Solutions,Remote,Mid,2026-03-22,Machine Learning
2707,Data Engineer,Skyline Solutions,Remote,Mid,2026-03-22,Power BI
2707,Data Engineer,Skyline Solutions,Remote,Mid,2026-03-22,SQL
2707,Data Engineer,Skyline Solutions,Remote,Mid,2026-03-22,Tableau
975,Bi Developer,Quantify Labs,Delhi Ncr,Lead,2026-06-24,Deep Learning
975,Bi Developer,Quantify Labs,Delhi Ncr,Lead,2026-06-24,NLP
975,Bi Developer,Quantify Labs,Delhi Ncr,Lead,2026-06-24,Power BI
975,Bi Developer,Quantify Labs,Delhi Ncr,Lead,2026-06-24,Tableau
4443,Analytics Consultant,Skyline Solutions,Pune,Lead,2026-04-22,NLP
4443,Analytics Consultant,Skyline Solutions,Pune,Lead,2026-04-22,SQL
4443,Analytics Consultant,Skyline Solutions,Pune,Lead,2026-04-22,Tableau
3654,Business Intelligence Analyst,BrightPath AI,Pune,Mid,2026-04-06,AWS
3654,Business Intelligence Analyst,BrightPath AI,Pune,Mid,2026-04-06,Machine Learning
664,Data Scientist,DataForge,Mumbai,Mid,2026-04-02,AWS
664,Data Scientist,DataForge,Mumbai,Mid,2026-04-02,Excel
664,Data Scientist,DataForge,Mumbai,Mid,2026-04-02,Generative AI
664,Data Scientist,DataForge,Mumbai,Mid,2026-04-02,Machine Learning
664,Data Scientist,DataForge,Mumbai,Mid,2026-04-02,Power BI
664,Data Scientist,DataForge,Mumbai,Mid,2026-04-02,Python
1210,Nlp Engineer,Nimbus Data,Pune,Mid,2026-05-05,AWS
1210,Nlp Engineer,Nimbus Data,Pune,Mid,2026-05-05,Deep Learning
1210,Nlp Engineer,Nimbus Data,Pune,Mid,2026-05-05,Generative AI
1210,Nlp Engineer,Nimbus Data,Pune,Mid,2026-05-05,NLP
1210,Nlp Engineer,Nimbus Data,Pune,Mid,2026-05-05,Python
1210,Nlp Engineer,Nimbus Data,Pune,Mid,2026-05-05,SQL
1145,Machine Learning Engineer,BluePeak Consulting,Remote,Lead,2026-03-06,Excel
1145,Machine Learning Engineer,BluePeak Consulting,Remote,Lead,2026-03-06,Machine Learning
1145,Machine Learning Engineer,BluePeak Consulting,Remote,Lead,2026-03-06,Python
696,Business Intelligence Analyst,DataForge,Unspecified,Mid,2026-05-08,Deep Learning
696,Business Intelligence Analyst,DataForge,Unspecified,Mid,2026-05-08,Power BI
696,Business Intelligence Analyst,DataForge,Unspecified,Mid,2026-05-08,Tableau
1860,Machine Learning Engineer,DataForge,Delhi Ncr,Lead,2026-06-20,AWS
1860,Machine Learning Engineer,DataForge,Delhi Ncr,Lead,2026-06-20,Excel
1860,Machine Learning Engineer,DataForge,Delhi Ncr,Lead,2026-06-20,Machine Learning
1860,Machine Learning Engineer,DataForge,Delhi Ncr,Lead,2026-06-20,NLP
1860,Machine Learning Engineer,DataForge,Delhi Ncr,Lead,2026-06-20,Python
1860,Machine Learning Engineer,DataForge,Delhi Ncr,Lead,2026-06-20,SQL
957,Bi Developer,Quantify Labs,Chennai,Not Specified,2026-05-04,AWS
957,Bi Developer,Quantify Labs,Chennai,Not Specified,2026-05-04,Deep Learning
957,Bi Developer,Quantify Labs,Chennai,Not Specified,2026-05-04,Generative AI
957,Bi Developer,Quantify Labs,Chennai,Not Specified,2026-05-04,Machine Learning
2017,Power Bi Developer,BrightPath AI,Remote,Senior,2026-05-15,Excel
2017,Power Bi Developer,BrightPath AI,Remote,Senior,2026-05-15,Power BI
2017,Power Bi Developer,BrightPath AI,Remote,Senior,2026-05-15,Python
3100,Power Bi Developer,Alpha Analytics,Remote,Not Specified,2026-01-26,AWS
3100,Power Bi Developer,Alpha Analytics,Remote,Not Specified,2026-01-26,Deep Learning
3100,Power Bi Developer,Alpha Analytics,Remote,Not Specified,2026-01-26,Excel
3100,Power Bi Developer,Alpha Analytics,Remote,Not Specified,2026-01-26,Machine Learning
3100,Power Bi Developer,Alpha Analytics,Remote,Not Specified,2026-01-26,Power BI
3100,Power Bi Developer,Alpha Analytics,Remote,Not Specified,2026-01-26,SQL
187,Bi Developer,Skyline Solutions,New York,Not Specified,2026-05-07,AWS
187,Bi Developer,Skyline Solutions,New York,Not Specified,2026-05-07,NLP
187,Bi Developer,Skyline Solutions,New York,Not Specified,2026-05-07,Python
2452,Data Analyst,Alpha Analytics,Remote,Lead,2026-06-24,Excel
2452,Data Analyst,Alpha Analytics,Remote,Lead,2026-06-24,Generative AI
2452,Data Analyst,Alpha Analytics,Remote,Lead,2026-06-24,Machine Learning
2452,Data Analyst,Alpha Analytics,Remote,Lead,2026-06-24,Power BI
1443,Machine Learning Engineer,BrightPath AI,Delhi Ncr,Mid,2026-03-24,Excel
1443,Machine Learning Engineer,BrightPath AI,Delhi Ncr,Mid,2026-03-24,Generative AI
1443,Machine Learning Engineer,BrightPath AI,Delhi Ncr,Mid,2026-03-24,Machine Learning
1443,Machine Learning Engineer,BrightPath AI,Delhi Ncr,Mid,2026-03-24,Power BI
1443,Machine Learning Engineer,BrightPath AI,Delhi Ncr,Mid,2026-03-24,Python
1443,Machine Learning Engineer,BrightPath AI,Delhi Ncr,Mid,2026-03-24,SQL
4321,Data Science Manager,DataForge,Remote,Lead,2026-04-07,Machine Learning
4321,Data Science Manager,DataForge,Remote,Lead,2026-04-07,SQL
3424,Power Bi Developer,Nimbus Data,New York,Entry,2026-06-26,Deep Learning
3424,Power Bi Developer,Nimbus Data,New York,Entry,2026-06-26,Generative AI
3424,Power Bi Developer,Nimbus Data,New York,Entry,2026-06-26,Machine Learning
3424,Power Bi Developer,Nimbus Data,New York,Entry,2026-06-26,NLP
3424,Power Bi Developer,Nimbus Data,New York,Entry,2026-06-26,Power BI
636,Machine Learning Engineer,DataForge,New York,Mid,2026-03-14,Excel
636,Machine Learning Engineer,DataForge,New York,Mid,2026-03-14,Machine Learning
636,Machine Learning Engineer,DataForge,New York,Mid,2026-03-14,NLP
