job_id,job_title,company,location,experience_level,job_description,date_posted,skills,skill_count
4270,Nlp Engineer,BluePeak Consulting,New York,Senior,"BluePeak Consulting is hiring a NLP Engineer (Senior level) based in New York. Required skills: Power BI dashboards, LLMs. Prior experience with analytics platforms is a plus.",2026-05-25,"Generative AI, NLP, Power BI",3
3668,Power Bi Developer,Skyline Solutions,Bengaluru,Lead,"Skyline Solutions is hiring a Power BI Developer (Lead level) based in Bengaluru. Required skills: PowerBI, Advanced Excel, SQL queries. Prior experience with analytics platforms is a plus.",2026-04-02,"Excel, Power BI, SQL",3
2659,Ai Engineer,Alpha Analytics,London,Lead,"Alpha Analytics is hiring a AI Engineer (Lead level) based in London. Required skills: SQL, Power BI dashboards, Large Language Models. Prior experience with analytics platforms is a plus.",2026-05-23,"Generative AI, Power BI, SQL",3
786,Data Scientist,Alpha Analytics,Bengaluru,Lead,"Data Scientist role open at Alpha Analytics. Key requirements include Tableau, ML models, deep neural networks, AWS. This is a Lead level position, Bengaluru based.",2026-05-25,"AWS, Deep Learning, Machine Learning, Tableau",4
4668,Data Scientist,Quantify Labs,Remote,Entry,"We are looking for a Data Scientist to join our team in Remote. The ideal candidate has hands-on experience with AWS, python programming, Generative AI, Machine Learning, Deep Learning, advanced SQL. You will work closely with cross-functional teams to deliver insights.",2026-06-03,"AWS, Deep Learning, Generative AI, Machine Learning, Python, SQL",6
38,Ai Engineer,BrightPath AI,Bengaluru,Senior,"Exciting opportunity for a AI Engineer at BrightPath AI, Bengaluru. Must have strong knowledge of python programming, machine-learning, Deep Learning, Excel, advanced SQL, AWS and a passion for solving business problems.",2026-01-07,"AWS, Deep Learning, Excel, Machine Learning, Python, SQL",6
4290,Nlp Engineer,Quantify Labs,Pune,Lead,"NLP Engineer role open at Quantify Labs. Key requirements include MS Excel, Python. This is a Lead level position, Pune based.",2026-06-02,"Excel, NLP, Python",3
745,Ai Engineer,DataForge,Bengaluru,Senior,"We are looking for a AI Engineer to join our team in Bengaluru. The ideal candidate has hands-on experience with SQL queries, machine-learning. You will work closely with cross-functional teams to deliver insights.",2026-04-11,"Machine Learning, SQL",2
1366,Data Engineer,Northstar Tech,Hyderabad,Senior,"Northstar Tech is hiring a Data Engineer (Senior level) based in Hyderabad. Required skills: Machine Learning, LLMs, deep neural networks, Amazon Web Services, Excel. Prior experience with analytics platforms is a plus.",2026-05-23,"AWS, Deep Learning, Excel, Generative AI, Machine Learning",5
965,Machine Learning Engineer,BrightPath AI,New York,Senior,"Machine Learning Engineer role open at BrightPath AI. Key requirements include T-SQL, Advanced Excel. This is a Senior level position, New York based.",2026-05-07,"Excel, Machine Learning, SQL",3
542,Data Science Manager,Quantify Labs,Remote,Senior,"Quantify Labs is hiring a Data Science Manager (Senior level) based in Remote. Required skills: python programming, PowerBI, advanced SQL, AWS, GenAI, Deep Learning. Prior experience with analytics platforms is a plus.",2026-03-21,"AWS, Deep Learning, Generative AI, Power BI, Python, SQL",6
3931,Data Scientist,Skyline Solutions,Chennai,Mid,"We are looking for a Data Scientist to join our team in Chennai. The ideal candidate has hands-on experience with AWS, machine-learning, proficiency in Python, Large Language Models, Power BI dashboards. You will work closely with cross-functional teams to deliver insights.",2026-04-23,"AWS, Generative AI, Machine Learning, Power BI, Python",5
534,Data Scientist,Vertex Insights,New York,Lead,"Data Scientist role open at Vertex Insights. Key requirements include python programming, GenAI. This is a Lead level position, New York based.",2026-02-24,"Generative AI, Python",2
3047,Data Science Manager,Alpha Analytics,Delhi Ncr,Entry,"Exciting opportunity for a Data Science Manager at Alpha Analytics, Delhi NCR. Must have strong knowledge of proficiency in Python, Excel, AWS, PowerBI, Generative AI, deep neural networks and a passion for solving business problems.",2026-04-21,"AWS, Deep Learning, Excel, Generative AI, Power BI, Python",6
2870,Data Scientist,Vertex Insights,London,Senior,"Join Vertex Insights as a Data Scientist! We need someone comfortable with NLP, MS Excel, machine-learning to help us build data-driven products.",2026-03-20,"Excel, Machine Learning, NLP",3
3264,Ai Engineer,BluePeak Consulting,Singapore,Lead,"Exciting opportunity for a AI Engineer at BluePeak Consulting, Singapore. Must have strong knowledge of Generative AI, PowerBI, Amazon Web Services and a passion for solving business problems.",2026-01-06,"AWS, Generative AI, Power BI",3
3111,Data Science Manager,DataForge,Mumbai,Senior,"Exciting opportunity for a Data Science Manager at DataForge, Mumbai. Must have strong knowledge of Tableau dashboards, deep neural networks, Generative AI and a passion for solving business problems.",2026-06-24,"Deep Learning, Generative AI, Tableau",3
2985,Power Bi Developer,Quantify Labs,Mumbai,Mid,"We are looking for a Power BI Developer to join our team in Mumbai. The ideal candidate has hands-on experience with Tableau, machine-learning, Excel, AWS. You will work closely with cross-functional teams to deliver insights.",2026-05-24,"AWS, Excel, Machine Learning, Power BI, Tableau",5
1802,Analytics Consultant,Nimbus Data,Hyderabad,Entry,"Join Nimbus Data as a Analytics Consultant! We need someone comfortable with Power BI dashboards, Python, Amazon Web Services, Machine Learning, Excel to help us build data-driven products.",2026-04-03,"AWS, Excel, Machine Learning, Power BI, Python",5
887,Ai Research Engineer,BrightPath AI,Singapore,Lead,"We are looking for a AI Research Engineer to join our team in Singapore. The ideal candidate has hands-on experience with PowerBI, Python, Amazon Web Services, Deep Learning, Machine Learning, T-SQL. You will work closely with cross-functional teams to deliver insights.",2026-02-19,"AWS, Deep Learning, Machine Learning, Power BI, Python, SQL",6
1142,Data Engineer,BrightPath AI,Unspecified,Lead,"We are looking for a Data Engineer to join our team in Chennai. The ideal candidate has hands-on experience with Machine Learning, AWS. You will work closely with cross-functional teams to deliver insights.",2026-05-31,"AWS, Machine Learning",2
3853,Nlp Engineer,Northstar Tech,Singapore,Senior,"Exciting opportunity for a NLP Engineer at Northstar Tech, Singapore. Must have strong knowledge of ML models, MS Excel, Large Language Models, Tableau dashboards, AWS and a passion for solving business problems.",2026-06-29,"AWS, Excel, Generative AI, Machine Learning, NLP, Tableau",6
496,Analytics Consultant,BluePeak Consulting,New York,Senior,"Analytics Consultant role open at BluePeak Consulting. Key requirements include python programming, advanced SQL, ML models, Deep Learning, Excel, NLP. This is a Senior level position, New York based.",2026-01-06,"Deep Learning, Excel, Machine Learning, NLP, Python, SQL",6
1506,Data Scientist,Quantify Labs,Bengaluru,Mid,"Quantify Labs is hiring a Data Scientist (Mid level) based in Bengaluru. Required skills: Large Language Models, AWS, SQL, Tableau dashboards, MS Excel. Prior experience with analytics platforms is a plus.",2026-07-17,"AWS, Excel, Generative AI, SQL, Tableau",5
1344,Machine Learning Engineer,Clarity Systems,Chennai,Entry,"Clarity Systems is hiring a Machine Learning Engineer (Entry level) based in Chennai. Required skills: Tableau dashboards, deep neural networks, PowerBI, GenAI, Amazon Web Services, T-SQL. Prior experience with analytics platforms is a plus.",2026-04-27,"AWS, Deep Learning, Generative AI, Machine Learning, Power BI, SQL, Tableau",7
363,Business Intelligence Analyst,Vertex Insights,Remote,Lead,"Join Vertex Insights as a Business Intelligence Analyst! We need someone comfortable with python programming, LLMs, Deep Learning, Amazon Web Services to help us build data-driven products.",2026-06-23,"AWS, Deep Learning, Generative AI, Python",4
2336,Machine Learning Engineer,Alpha Analytics,Bengaluru,Lead,"Exciting opportunity for a Machine Learning Engineer at Alpha Analytics, Bengaluru. Must have strong knowledge of Power BI dashboards, machine-learning, NLP and a passion for solving business problems.",2026-02-19,"Machine Learning, NLP, Power BI",3
3815,Ai Engineer,Quantify Labs,London,Mid,"We are looking for a AI Engineer to join our team in London. The ideal candidate has hands-on experience with AWS, Machine Learning, GenAI, Tableau, Python, PowerBI. You will work closely with cross-functional teams to deliver insights.",2026-01-24,"AWS, Generative AI, Machine Learning, Power BI, Python, Tableau",6
4056,Power Bi Developer,Quantify Labs,Chennai,Senior,"Exciting opportunity for a Power BI Developer at Quantify Labs, Chennai. Must have strong knowledge of Natural Language Processing, Machine Learning and a passion for solving business problems.",2026-07-14,"Machine Learning, NLP, Power BI",3
3352,Nlp Engineer,Northstar Tech,Singapore,Mid,"Northstar Tech is hiring a NLP Engineer (Mid level) based in Singapore. Required skills: SQL, ML models, Tableau, Natural Language Processing, AWS, GenAI. Prior experience with analytics platforms is a plus.",2026-01-12,"AWS, Generative AI, Machine Learning, NLP, SQL, Tableau",6
1721,Data Scientist,Skyline Solutions,Pune,Senior,"We are looking for a Data Scientist to join our team in Pune. The ideal candidate has hands-on experience with Power BI, Natural Language Processing, GenAI, proficiency in Python, Advanced Excel. You will work closely with cross-functional teams to deliver insights.",2026-05-07,"Excel, Generative AI, NLP, Power BI, Python",5
1033,Data Science Manager,Alpha Analytics,Singapore,Lead,"Exciting opportunity for a Data Science Manager at Alpha Analytics, Singapore. Must have strong knowledge of SQL queries, deep neural networks and a passion for solving business problems.",2026-02-24,"Deep Learning, SQL",2
1920,Power Bi Developer,Nimbus Data,Mumbai,Entry,"We are looking for a Power BI Developer to join our team in Mumbai. The ideal candidate has hands-on experience with Advanced Excel, machine-learning, Power BI dashboards, advanced SQL, LLMs. You will work closely with cross-functional teams to deliver insights.",2026-02-22,"Excel, Generative AI, Machine Learning, Power BI, SQL",5
2843,Nlp Engineer,BluePeak Consulting,Chennai,Senior,"BluePeak Consulting is hiring a NLP Engineer (Senior level) based in Chennai. Required skills: SQL, Power BI dashboards, proficiency in Python, Amazon Web Services, machine-learning, Generative AI. Prior experience with analytics platforms is a plus.",2026-05-22,"AWS, Generative AI, Machine Learning, NLP, Power BI, Python, SQL",7
663,Machine Learning Engineer,Alpha Analytics,London,Senior,"Join Alpha Analytics as a Machine Learning Engineer! We need someone comfortable with Natural Language Processing, SQL queries, AWS, Large Language Models to help us build data-driven products.",2026-06-26,"AWS, Generative AI, Machine Learning, NLP, SQL",5
2411,Data Science Manager,DataForge,Mumbai,Senior,"Exciting opportunity for a Data Science Manager at DataForge, Mumbai. Must have strong knowledge of T-SQL, Machine Learning, GenAI, Advanced Excel, Tableau and a passion for solving business problems.",2026-02-05,"Excel, Generative AI, Machine Learning, SQL, Tableau",5
2027,Data Scientist,BrightPath AI,Unspecified,Senior,"Data Scientist role open at BrightPath AI. Key requirements include python programming, Power BI dashboards, Natural Language Processing, Deep Learning, Amazon Web Services. This is a Senior level position, New York based.",2026-03-28,"AWS, Deep Learning, NLP, Power BI, Python",5
2202,Machine Learning Engineer,BrightPath AI,Mumbai,Senior,"Machine Learning Engineer role open at BrightPath AI. Key requirements include Large Language Models, Tableau, AWS, Excel, advanced SQL. This is a Senior level position, Mumbai based.",2026-03-04,"AWS, Excel, Generative AI, Machine Learning, SQL, Tableau",6
3361,Data Analyst,Alpha Analytics,Pune,Senior,"Alpha Analytics is hiring a Data Analyst (Senior level) based in Pune. Required skills: Power BI, NLP, AWS, Python, Generative AI. Prior experience with analytics platforms is a plus.",2026-03-17,"AWS, Generative AI, NLP, Power BI, Python",5
71,Business Intelligence Analyst,Vertex Insights,Hyderabad,Entry,"Vertex Insights is hiring a Business Intelligence Analyst (Entry level) based in Hyderabad. Required skills: Natural Language Processing, Python, advanced SQL. Prior experience with analytics platforms is a plus.",2026-02-25,"NLP, Python, SQL",3
3156,Analytics Consultant,Clarity Systems,Bengaluru,Mid,"We are looking for a Analytics Consultant to join our team in Bengaluru. The ideal candidate has hands-on experience with AWS, MS Excel, Deep Learning. You will work closely with cross-functional teams to deliver insights.",2026-04-04,"AWS, Deep Learning, Excel",3
3694,Nlp Engineer,DataForge,Bengaluru,Mid,"Join DataForge as a NLP Engineer! We need someone comfortable with proficiency in Python, Power BI dashboards to help us build data-driven products.",2026-03-30,"NLP, Power BI, Python",3
579,Ai Research Engineer,Vertex Insights,Singapore,Mid,"Join Vertex Insights as a AI Research Engineer! We need someone comfortable with Excel, ML models, proficiency in Python to help us build data-driven products.",2026-05-19,"Excel, Machine Learning, Python",3
3315,Data Analyst,Alpha Analytics,Hyderabad,Senior,"Exciting opportunity for a Data Analyst at Alpha Analytics, Hyderabad. Must have strong knowledge of advanced SQL, Power BI, AWS, Tableau and a passion for solving business problems.",2026-02-15,"AWS, Power BI, SQL, Tableau",4
4520,Data Science Manager,Vertex Insights,Pune,Mid,"Exciting opportunity for a Data Science Manager at Vertex Insights, Pune. Must have strong knowledge of python programming, machine-learning and a passion for solving business problems.",2026-06-13,"Machine Learning, Python",2
362,Data Analyst,Alpha Analytics,New York,Mid,"Join Alpha Analytics as a Data Analyst! We need someone comfortable with proficiency in Python, NLP, Excel to help us build data-driven products.",2026-06-05,"Excel, NLP, Python",3
1329,Ai Research Engineer,Northstar Tech,Remote,Mid,"Exciting opportunity for a AI Research Engineer at Northstar Tech, Remote. Must have strong knowledge of Power BI, MS Excel, deep neural networks and a passion for solving business problems.",2026-03-07,"Deep Learning, Excel, Power BI",3
2791,Machine Learning Engineer,Vertex Insights,Chennai,Entry,"We are looking for a Machine Learning Engineer to join our team in Chennai. The ideal candidate has hands-on experience with SQL, proficiency in Python, Power BI, ML models, AWS, Tableau. You will work closely with cross-functional teams to deliver insights.",2026-06-14,"AWS, Machine Learning, Power BI, Python, SQL, Tableau",6
1687,Power Bi Developer,DataForge,Bengaluru,Senior,"Join DataForge as a Power BI Developer! We need someone comfortable with Tableau, Deep Learning, advanced SQL to help us build data-driven products.",2026-03-29,"Deep Learning, Power BI, SQL, Tableau",4
2944,Ai Engineer,Northstar Tech,Bengaluru,Lead,"Join Northstar Tech as a AI Engineer! We need someone comfortable with ML models, Advanced Excel, Natural Language Processing, AWS to help us build data-driven products.",2026-02-01,"AWS, Excel, Machine Learning, NLP",4
2656,Nlp Engineer,Northstar Tech,Hyderabad,Mid,"NLP Engineer role open at Northstar Tech. Key requirements include advanced SQL, Amazon Web Services, ML models, python programming, Power BI dashboards. This is a Mid level position, Hyderabad based.",2026-06-15,"AWS, Machine Learning, NLP, Power BI, Python, SQL",6
4288,Nlp Engineer,DataForge,Hyderabad,Senior,"DataForge is hiring a NLP Engineer (Senior level) based in Hyderabad. Required skills: NLP, SQL queries, GenAI, proficiency in Python, Power BI. Prior experience with analytics platforms is a plus.",2026-05-03,"Generative AI, NLP, Power BI, Python, SQL",5
1125,Bi Developer,Nimbus Data,Mumbai,Entry,"We are looking for a BI Developer to join our team in Mumbai. The ideal candidate has hands-on experience with GenAI, Python, machine-learning. You will work closely with cross-functional teams to deliver insights.",2026-05-08,"Generative AI, Machine Learning, Python",3
2014,Data Science Manager,Clarity Systems,Singapore,Mid,"Join Clarity Systems as a Data Science Manager! We need someone comfortable with deep neural networks, Machine Learning, Tableau, proficiency in Python, MS Excel to help us build data-driven products.",2026-02-05,"Deep Learning, Excel, Machine Learning, Python, Tableau",5
2082,Data Engineer,Alpha Analytics,Remote,Lead,"Join Alpha Analytics as a Data Engineer! We need someone comfortable with python programming, Power BI, NLP, ML models, MS Excel to help us build data-driven products.",2026-05-29,"Excel, Machine Learning, NLP, Power BI, Python",5
3515,Nlp Engineer,Clarity Systems,London,Entry,"We are looking for a NLP Engineer to join our team in London. The ideal candidate has hands-on experience with ML models, Tableau dashboards. You will work closely with cross-functional teams to deliver insights.",2026-07-08,"Machine Learning, NLP, Tableau",3
4400,Business Intelligence Analyst,Northstar Tech,Mumbai,Entry,"Northstar Tech is hiring a Business Intelligence Analyst (Entry level) based in Mumbai. Required skills: Amazon Web Services, Tableau, Power BI dashboards, ML models, T-SQL. Prior experience with analytics platforms is a plus.",2026-06-16,"AWS, Machine Learning, Power BI, SQL, Tableau",5
1126,Power Bi Developer,DataForge,Chennai,Mid,"Exciting opportunity for a Power BI Developer at DataForge, Chennai. Must have strong knowledge of SQL, Power BI, Large Language Models and a passion for solving business problems.",2026-01-17,"Generative AI, Power BI, SQL",3
3136,Ai Research Engineer,Skyline Solutions,Singapore,Lead,"Join Skyline Solutions as a AI Research Engineer! We need someone comfortable with Python, NLP to help us build data-driven products.",2026-04-28,"NLP, Python",2
4533,Bi Developer,BrightPath AI,Hyderabad,Senior,"We are looking for a BI Developer to join our team in Hyderabad. The ideal candidate has hands-on experience with GenAI, NLP, python programming, deep neural networks, machine-learning, T-SQL. You will work closely with cross-functional teams to deliver insights.",2026-05-17,"Deep Learning, Generative AI, Machine Learning, NLP, Python, SQL",6
4517,Ai Engineer,BrightPath AI,Remote,Lead,"Join BrightPath AI as a AI Engineer! We need someone comfortable with machine-learning, SQL, Python to help us build data-driven products.",2026-04-08,"Machine Learning, Python, SQL",3
2781,Data Science Manager,Skyline Solutions,New York,Mid,"Exciting opportunity for a Data Science Manager at Skyline Solutions, New York. Must have strong knowledge of Tableau, Power BI dashboards, GenAI, Deep Learning and a passion for solving business problems.",2026-05-04,"Deep Learning, Generative AI, Power BI, Tableau",4
3871,Ai Engineer,Vertex Insights,Remote,Entry,"AI Engineer role open at Vertex Insights. Key requirements include proficiency in Python, Natural Language Processing. This is a Entry level position, Remote based.",2026-05-07,"NLP, Python",2
10,Ai Engineer,BluePeak Consulting,Chennai,Mid,"BluePeak Consulting is hiring a AI Engineer (Mid level) based in Chennai. Required skills: Advanced Excel, proficiency in Python, Amazon Web Services, Power BI, deep neural networks. Prior experience with analytics platforms is a plus.",2026-03-05,"AWS, Deep Learning, Excel, Power BI, Python",5
3062,Ai Engineer,BrightPath AI,New York,Senior,"BrightPath AI is hiring a AI Engineer (Senior level) based in New York. Required skills: Power BI dashboards, Large Language Models, Excel, proficiency in Python. Prior experience with analytics platforms is a plus.",2026-03-05,"Excel, Generative AI, Power BI, Python",4
406,Data Engineer,Quantify Labs,Pune,Senior,"Data Engineer role open at Quantify Labs. Key requirements include Natural Language Processing, Amazon Web Services. This is a Senior level position, Pune based.",2026-05-27,"AWS, NLP",2
874,Analytics Consultant,Alpha Analytics,London,Entry,"We are looking for a Analytics Consultant to join our team in London. The ideal candidate has hands-on experience with SQL queries, python programming, Generative AI, MS Excel, Deep Learning. You will work closely with cross-functional teams to deliver insights.",2026-07-17,"Deep Learning, Excel, Generative AI, Python, SQL",5
3900,Business Intelligence Analyst,Alpha Analytics,Singapore,Mid,"We are looking for a Business Intelligence Analyst to join our team in Singapore. The ideal candidate has hands-on experience with advanced SQL, Natural Language Processing, deep neural networks, ML models, MS Excel. You will work closely with cross-functional teams to deliver insights.",2026-03-29,"Deep Learning, Excel, Machine Learning, NLP, SQL",5
3263,Bi Developer,Alpha Analytics,Hyderabad,Lead,"Exciting opportunity for a BI Developer at Alpha Analytics, Hyderabad. Must have strong knowledge of NLP, Excel, proficiency in Python, Power BI dashboards, Deep Learning, SQL queries and a passion for solving business problems.",2026-01-08,"Deep Learning, Excel, NLP, Power BI, Python, SQL",6
1108,Analytics Consultant,Northstar Tech,London,Senior,"Exciting opportunity for a Analytics Consultant at Northstar Tech, London. Must have strong knowledge of deep neural networks, ML models, Tableau dashboards, Amazon Web Services, Advanced Excel and a passion for solving business problems.",2026-01-08,"AWS, Deep Learning, Excel, Machine Learning, Tableau",5
4322,Data Scientist,Clarity Systems,London,Senior,"Join Clarity Systems as a Data Scientist! We need someone comfortable with SQL queries, Large Language Models, Amazon Web Services, Advanced Excel to help us build data-driven products.",2026-07-14,"AWS, Excel, Generative AI, SQL",4
4364,Nlp Engineer,Nimbus Data,Unspecified,Lead,"We are looking for a NLP Engineer to join our team in Delhi NCR. The ideal candidate has hands-on experience with Advanced Excel, LLMs, Python. You will work closely with cross-functional teams to deliver insights.",2026-05-30,"Excel, Generative AI, NLP, Python",4
856,Bi Developer,Clarity Systems,Hyderabad,Lead,"Join Clarity Systems as a BI Developer! We need someone comfortable with proficiency in Python, AWS, ML models, Excel, advanced SQL to help us build data-driven products.",2026-07-08,"AWS, Excel, Machine Learning, Python, SQL",5
446,Nlp Engineer,Alpha Analytics,Singapore,Mid,"Alpha Analytics is hiring a NLP Engineer (Mid level) based in Singapore. Required skills: Tableau, PowerBI. Prior experience with analytics platforms is a plus.",2026-05-13,"NLP, Power BI, Tableau",3
1484,Data Analyst,Nimbus Data,Bengaluru,Mid,"We are looking for a Data Analyst to join our team in Bengaluru. The ideal candidate has hands-on experience with proficiency in Python, SQL queries, Advanced Excel, AWS, Large Language Models. You will work closely with cross-functional teams to deliver insights.",2026-07-07,"AWS, Excel, Generative AI, Python, SQL",5
2387,Ai Research Engineer,Vertex Insights,Chennai,Senior,"We are looking for a AI Research Engineer to join our team in Chennai. The ideal candidate has hands-on experience with proficiency in Python, LLMs. You will work closely with cross-functional teams to deliver insights.",2026-07-14,"Generative AI, Python",2
285,Data Engineer,Vertex Insights,Bengaluru,Senior,"Join Vertex Insights as a Data Engineer! We need someone comfortable with SQL, Amazon Web Services, MS Excel to help us build data-driven products.",2026-07-05,"AWS, Excel, SQL",3
4201,Nlp Engineer,Vertex Insights,Bengaluru,Senior,"Vertex Insights is hiring a NLP Engineer (Senior level) based in Bengaluru. Required skills: Excel, Deep Learning, Natural Language Processing, SQL queries. Prior experience with analytics platforms is a plus.",2026-06-10,"Deep Learning, Excel, NLP, SQL",4
4398,Data Scientist,Clarity Systems,Remote,Mid,"Exciting opportunity for a Data Scientist at Clarity Systems, Remote. Must have strong knowledge of PowerBI, Tableau dashboards, proficiency in Python, T-SQL, machine-learning, AWS and a passion for solving business problems.",2026-01-14,"AWS, Machine Learning, Power BI, Python, SQL, Tableau",6
1906,Business Intelligence Analyst,Northstar Tech,Mumbai,Mid,"Northstar Tech is hiring a Business Intelligence Analyst (Mid level) based in Mumbai. Required skills: MS Excel, T-SQL, Python, Power BI dashboards. Prior experience with analytics platforms is a plus.",2026-01-18,"Excel, Power BI, Python, SQL",4
4231,Bi Developer,BrightPath AI,Remote,Lead,"We are looking for a BI Developer to join our team in Remote. The ideal candidate has hands-on experience with machine-learning, Power BI, T-SQL, python programming, LLMs, Tableau dashboards. You will work closely with cross-functional teams to deliver insights.",2026-03-13,"Generative AI, Machine Learning, Power BI, Python, SQL, Tableau",6
1259,Data Engineer,Clarity Systems,Mumbai,Lead,"We are looking for a Data Engineer to join our team in Mumbai. The ideal candidate has hands-on experience with Tableau dashboards, SQL, AWS, PowerBI. You will work closely with cross-functional teams to deliver insights.",2026-05-17,"AWS, Power BI, SQL, Tableau",4
3078,Bi Developer,Skyline Solutions,Unspecified,Entry,"We are looking for a BI Developer to join our team in New York. The ideal candidate has hands-on experience with Deep Learning, advanced SQL, LLMs, Tableau. You will work closely with cross-functional teams to deliver insights.",2026-07-15,"Deep Learning, Generative AI, SQL, Tableau",4
1424,Machine Learning Engineer,DataForge,Chennai,Entry,"We are looking for a Machine Learning Engineer to join our team in Chennai. The ideal candidate has hands-on experience with Machine Learning, SQL. You will work closely with cross-functional teams to deliver insights.",2026-01-03,"Machine Learning, SQL",2
2035,Business Intelligence Analyst,BrightPath AI,Chennai,Entry,"We are looking for a Business Intelligence Analyst to join our team in Chennai. The ideal candidate has hands-on experience with advanced SQL, machine-learning, Tableau dashboards. You will work closely with cross-functional teams to deliver insights.",2026-02-11,"Machine Learning, SQL, Tableau",3
3470,Data Analyst,Quantify Labs,Singapore,Lead,"Join Quantify Labs as a Data Analyst! We need someone comfortable with Machine Learning, Excel, AWS, GenAI, NLP to help us build data-driven products.",2026-04-13,"AWS, Excel, Generative AI, Machine Learning, NLP",5
4500,Business Intelligence Analyst,Vertex Insights,Chennai,Lead,"Exciting opportunity for a Business Intelligence Analyst at Vertex Insights, Chennai. Must have strong knowledge of AWS, proficiency in Python, Large Language Models, T-SQL, machine-learning and a passion for solving business problems.",2026-06-25,"AWS, Generative AI, Machine Learning, Python, SQL",5
4841,Ai Engineer,Quantify Labs,Unspecified,Mid,"We are looking for a AI Engineer to join our team in Delhi NCR. The ideal candidate has hands-on experience with deep neural networks, advanced SQL. You will work closely with cross-functional teams to deliver insights.",2026-01-16,"Deep Learning, SQL",2
1431,Power Bi Developer,BrightPath AI,Chennai,Senior,"We are looking for a Power BI Developer to join our team in Chennai. The ideal candidate has hands-on experience with Amazon Web Services, Large Language Models. You will work closely with cross-functional teams to deliver insights.",2026-06-09,"AWS, Generative AI, Power BI",3
3146,Bi Developer,Skyline Solutions,Bengaluru,Lead,"Skyline Solutions is hiring a BI Developer (Lead level) based in Bengaluru. Required skills: Amazon Web Services, Python, PowerBI, NLP, Advanced Excel. Prior experience with analytics platforms is a plus.",2026-01-15,"AWS, Excel, NLP, Power BI, Python",5
3809,Business Intelligence Analyst,Nimbus Data,New York,Senior,"Join Nimbus Data as a Business Intelligence Analyst! We need someone comfortable with SQL, deep neural networks, Generative AI to help us build data-driven products.",2026-02-20,"Deep Learning, Generative AI, SQL",3
499,Data Analyst,Northstar Tech,Bengaluru,Mid,"We are looking for a Data Analyst to join our team in Bengaluru. The ideal candidate has hands-on experience with deep neural networks, PowerBI. You will work closely with cross-functional teams to deliver insights.",2026-05-20,"Deep Learning, Power BI",2
3539,Ai Research Engineer,Skyline Solutions,Chennai,Senior,"We are looking for a AI Research Engineer to join our team in Chennai. The ideal candidate has hands-on experience with Generative AI, Deep Learning. You will work closely with cross-functional teams to deliver insights.",2026-03-19,"Deep Learning, Generative AI",2
4670,Business Intelligence Analyst,Northstar Tech,Unspecified,Lead,"Join Northstar Tech as a Business Intelligence Analyst! We need someone comfortable with Power BI dashboards, proficiency in Python, NLP, AWS, ML models, advanced SQL to help us build data-driven products.",2026-04-13,"AWS, Machine Learning, NLP, Power BI, Python, SQL",6
2524,Machine Learning Engineer,Skyline Solutions,Remote,Senior,"Skyline Solutions is hiring a Machine Learning Engineer (Senior level) based in Remote. Required skills: SQL, machine-learning, python programming, AWS. Prior experience with analytics platforms is a plus.",2026-03-15,"AWS, Machine Learning, Python, SQL",4
4151,Data Analyst,Alpha Analytics,Mumbai,Senior,"Alpha Analytics is hiring a Data Analyst (Senior level) based in Mumbai. Required skills: Python, SQL queries, PowerBI, Advanced Excel, NLP, ML models. Prior experience with analytics platforms is a plus.",2026-04-08,"Excel, Machine Learning, NLP, Power BI, Python, SQL",6
1144,Data Analyst,Quantify Labs,New York,Mid,"Quantify Labs is hiring a Data Analyst (Mid level) based in New York. Required skills: AWS, ML models, deep neural networks, Power BI dashboards. Prior experience with analytics platforms is a plus.",2026-03-16,"AWS, Deep Learning, Machine Learning, Power BI",4
1633,Data Analyst,Northstar Tech,Chennai,Lead,"Exciting opportunity for a Data Analyst at Northstar Tech, Chennai. Must have strong knowledge of SQL queries, deep neural networks, Python and a passion for solving business problems.",2026-05-24,"Deep Learning, Python, SQL",3
4245,Power Bi Developer,Vertex Insights,Singapore,Entry,"Vertex Insights is hiring a Power BI Developer (Entry level) based in Singapore. Required skills: deep neural networks, Machine Learning, Amazon Web Services, python programming. Prior experience with analytics platforms is a plus.",2026-02-08,"AWS, Deep Learning, Machine Learning, Power BI, Python",5
4731,Bi Developer,Alpha Analytics,Remote,Lead,"BI Developer role open at Alpha Analytics. Key requirements include python programming, Advanced Excel, Power BI dashboards. This is a Lead level position, Remote based.",2026-06-08,"Excel, Power BI, Python",3
1859,Business Intelligence Analyst,Northstar Tech,Delhi Ncr,Lead,"Northstar Tech is hiring a Business Intelligence Analyst (Lead level) based in Delhi NCR. Required skills: AWS, Excel, Python, Deep Learning. Prior experience with analytics platforms is a plus.",2026-02-19,"AWS, Deep Learning, Excel, Python",4
4646,Bi Developer,BrightPath AI,Singapore,Senior,"BI Developer role open at BrightPath AI. Key requirements include Tableau, Large Language Models. This is a Senior level position, Singapore based.",2026-05-26,"Generative AI, Tableau",2
2463,Data Scientist,Northstar Tech,London,Mid,"Northstar Tech is hiring a Data Scientist (Mid level) based in London. Required skills: Power BI dashboards, ML models, SQL, Amazon Web Services. Prior experience with analytics platforms is a plus.",2026-03-21,"AWS, Machine Learning, Power BI, SQL",4
